dialog_id,situation,speaker_uttr,response,rating,miti,type,unified_dialog_id
hit:1824_conv:3648, knew things were going to be alright for me when I dropped out of college. My dad was there for me a lot,My dad was there for me when I dropped out of college. I knew things would be okay because of him,It sounds like your dad provided a lot of comfort and support during a challenging time in your life. His presence must have been incredibly reassuring for you.,2,"['Affirm', 'Give Information', 'Complex Reflection']",chatgpt_empathy,hit:1824_conv:3648_type:chatgpt_empathy
hit:7512_conv:15025,I am about to invest in cryptocurrencies after having saved enough. So thrilled for its potential to grow,"After having saved enough, i am about to invest in cryptocurrencies. So thrilled for its potential to grow in the future","That's exciting! Cryptocurrencies indeed have potential for high returns, but remember they're also highly volatile. It's important to do thorough research and consider diversifying your investments.",3,"['Affirm', 'Give Information', 'Advise without Permission']",chatgpt,hit:7512_conv:15025_type:chatgpt
hit:9469_conv:18939,"My neighbor killed his wife, a year ago. I would sleep during that period of time. I was shocked and afraid.","My neighbor killed his wife, a year ago. I would sleep during that period of time. I was shocked and afraid.",That sounds like a truly horrifying experience. It's natural to feel shocked and afraid in such circumstances. It's important to talk about your feelings and seek support.,1,"['Complex Reflection', 'Affirm', 'Advise without Permission']",chatgpt,hit:9469_conv:18939_type:chatgpt
hit:6252_conv:12505,A co-worker has been flirting with me at work.  I've rejected her advances since I have a girlfriend,A co-worker has been flirting with me at work.  I turned her down though since I have a girlfriend,I understand how this situation could be uncomfortable for you. It's important to maintain professional boundaries at work. You did the right thing by staying committed to your girlfriend.,2,"['Complex Reflection', 'Advise with Permission']",chatgpt_empathy,hit:6252_conv:12505_type:chatgpt_empathy
hit:12136_conv:24273,I wasn't able to make rent this month. My dad helped me cover it.,I wasn't able to make rent this month.,I'm really sorry to hear that you're going through this. It's a tough situation. Have you considered speaking with your landlord or seeking assistance from local community services?,3,"['Support', 'Complex Reflection', 'Closed Question']",chatgpt,hit:12136_conv:24273_type:chatgpt
hit:7902_conv:15804,My dog just died. I'm in shock. ,I've had my dog for 15 years and he just died. I don't know what I will do without him. ,"I'm so sorry for your loss. The bond with a pet is so special, and I can only imagine how heartbroken you must be. Please remember, it's okay to grieve and take your time to heal.",3,"['Support', 'Give Information', 'Direct', 'Affirm']",chatgpt_empathy,hit:7902_conv:15804_type:chatgpt_empathy
hit:473_conv:946,I dropped money on the ground in public.  A kind and honest stranger saw me drop it and returned the money to me.  I trusted that person after that.,I was in the park the other day and dropped some money on the ground without knowing it. A kind stranger witnessed this happen and picked up the money. That person then returned it to me.,That's such a heartwarming experience! It's wonderful to know there are still kind and honest people around. It must have restored your faith in humanity.,2,"['Affirm', 'Affirm', 'Give Information']",chatgpt_empathy,hit:473_conv:946_type:chatgpt_empathy
hit:8746_conv:17493,"My parents didn't save enough for retirement, and now that they're retirement age, they're struggling a little. I'm still in college and am not able to really help them. I'm worried about how they'll survive financially, and I feel guilty about not being able to offer much.","My parents didn't save enough for retirement, and now that they're retirement age, they're struggling a little. I'm still in college and am not able to really help them. I'm worried about how they'll survive financially, and I feel guilty about not being able to offer much.","There is always social security and part time jobs, that seems to be the norm these days. A lot of old people do not have enough saved",2,"['Give Information', 'Give Information']",human,hit:8746_conv:17493_type:human
hit:11275_conv:22551,"We recently had some really bad storms. I really thought it was going to hail on my brand new car,",Bought a new car a few months back. Couple nights ago we had a big storm roll through. I thought for sure it was going to hail all over my new car.,oh man. i hate that. we've had some pretty nasty storms come through Austin in the last few months and luckily i've managed to be in some random parking garage out shopping or eating when they've rolled through.,1,"['Other', 'Self-Disclose', 'Self-Disclose']",human,hit:11275_conv:22551_type:human
hit:11574_conv:23149,I feel happy to know that God has got my back and I don't have to worry about anything.,I feel happy to know that God has got my back and I don't have to worry about anything.,"That's wonderful to hear! It's truly comforting to feel that divine support. Remember, this faith can be a great source of strength and peace in your life.",2,"['Affirm', 'Affirm', 'Direct']",chatgpt_empathy,hit:11574_conv:23149_type:chatgpt_empathy
hit:10960_conv:21921,A car nearly hit me yesterday just because they wanted to change lanes while turning ,A car nearly hit me yesterday just because they wanted to change lanes while turning,That sounds really scary! I'm glad you're okay. It's unfortunate that some drivers are reckless and don't consider the safety of others. Always stay alert on the road.,2,"['Complex Reflection', 'Support', 'Give Information', 'Direct']",chatgpt,hit:10960_conv:21921_type:chatgpt
hit:6972_conv:13945,"I'm loving life right now. Both of my kids are married and moved out, my house is paid off and I'm retired.","I haven't felt this happy and relaxed in a long time. Loving life! My kids are both married and live on their own, I recently paid off my house and I'm retired!","Yea. After all that, I think it's definitely time for you to relax and have fun!",3,"['Other', 'Advise without Permission']",human,hit:6972_conv:13945_type:human
hit:3236_conv:6473,"My significant other woke up last night with... a roach inside of her ear! She was complaining about pain in her ear, and a head ache that was incredibly severe. So, we took her to the doctor and he saw it with a light... and put water in her ear to get it out. Disgusting! ","My significant other woke up last night with... a roach inside of her ear! She was complaining about pain in her ear, and a head ache that was incredibly severe. So, we took her to the doctor and he saw it with a light... and put water in her ear to get it out. Disgusting!","Oh my, that sounds like a truly horrifying experience for both of you! I can only imagine the discomfort and fear she must have felt. I hope she's feeling better now.",3,"['Complex Reflection', 'Affirm', 'Support', 'Give Information']",chatgpt_empathy,hit:3236_conv:6473_type:chatgpt_empathy
hit:2743_conv:5486,"I found a wallet in the subway. Instead of bringing it to an agent, I took it with me. I feel bad about it.","I found a wallet in the subway. Instead of bringing it to an agent, I took it with me. I feel bad about it.",You can still turn it in! Just drop it off to the police or the people in charge at the subway.,3,"['Advise without Permission', 'Direct']",human,hit:2743_conv:5486_type:human
